,ts_code,symbol,name,area,industry,list_date
3180,603041.SH,603041,美思德,江苏,化学制药,20170330
3181,603042.SH,603042,华脉科技,江苏,软件服务,20170602
3182,603043.SH,603043,广州酒家,广东,农矿业,20170627
3183,603045.SH,603045,福达合金,浙江,元器件,20180517
3184,603050.SH,603050,科林电气,河北,元器件,20170414
3185,603055.SH,603055,台华新材,浙江,农矿业,20170921
3186,603056.SH,603056,德邦股份,上海,仓储物流,20180116
3187,603058.SH,603058,永吉股份,贵州,广告包装,20161223
3188,603059.SH,603059,倍加洁,江苏,家居用品,20180302
3189,603060.SH,603060,国检集团,北京,地产,20161109
3190,603063.SH,603063,禾望电气,深圳,元器件,20170728
3191,603066.SH,603066,音飞储存,江苏,仓储物流,20150611
3192,603067.SH,603067,振华股份,湖北,化学制药,20160913
3193,603068.SH,603068,博通集成,上海,半导体,20190415
3194,603069.SH,603069,海汽集团,海南,公路,20160712
3195,603076.SH,603076,乐惠国际,浙江,机械,20171113
3196,603077.SH,603077,和邦生物,四川,化学制药,20120731
3197,603078.SH,603078,江化微,江苏,化学制药,20170410
3198,603079.SH,603079,圣达生物,浙江,农矿业,20170823
3199,603080.SH,603080,新疆火炬,新疆,供气供热,20180103
3200,603081.SH,603081,大丰实业,浙江,机械,20170420
3201,603083.SH,603083,剑桥科技,上海,软件服务,20171110
3202,603085.SH,603085,天成自控,浙江,汽车服务,20150630
3203,603086.SH,603086,先达股份,山东,农矿业,20170511
3204,603088.SH,603088,宁波精达,浙江,机械,20141111
3205,603089.SH,603089,正裕工业,浙江,汽车服务,20170126
3206,603090.SH,603090,宏盛股份,江苏,机械,20160831
3207,603096.SH,603096,新经典,天津,出版业,20170425
3208,603098.SH,603098,森特股份,北京,装修装饰,20161216
3209,603099.SH,603099,长白山,吉林,旅游景点,20140822
3210,603100.SH,603100,川仪股份,重庆,元器件,20140805
3211,603101.SH,603101,汇嘉时代,新疆,百货,20160506
3212,603103.SH,603103,横店影视,浙江,影视音像,20171012
3213,603105.SH,603105,芯能科技,浙江,元器件,20180709
3214,603106.SH,603106,恒银金融,天津,软件服务,20170920
3215,603108.SH,603108,润达医疗,上海,医药商业,20150527
3216,603110.SH,603110,东方材料,浙江,染料涂料,20171013
3217,603111.SH,603111,康尼机电,江苏,运输设备,20140801
3218,603113.SH,603113,金能科技,山东,化学制药,20170511
3219,603116.SH,603116,红蜻蜓,浙江,服饰,20150629
3220,603117.SH,603117,万林物流,江苏,仓储物流,20150629
3221,603118.SH,603118,共进股份,深圳,软件服务,20150225
3222,603121.SH,603121,华培动力,上海,汽车服务,20190111
3223,603123.SH,603123,翠微股份,北京,百货,20120503
3224,603126.SH,603126,中材节能,天津,环境保护,20140731
3225,603127.SH,603127,昭衍新药,北京,化学制药,20170825
3226,603128.SH,603128,华贸物流,上海,仓储物流,20120529
3227,603129.SH,603129,春风动力,浙江,摩托车,20170818
3228,603131.SH,603131,上海沪工,上海,机械,20160607
3229,603133.SH,603133,碳元科技,江苏,元器件,20170320
3230,603136.SH,603136,天目湖,江苏,旅游景点,20170927
3231,603138.SH,603138,海量数据,北京,软件服务,20170306
3232,603139.SH,603139,康惠制药,陕西,化学制药,20170421
3233,603156.SH,603156,养元饮品,河北,软饮料,20180212
3234,603157.SH,603157,拉夏贝尔,上海,服饰,20170925
3235,603158.SH,603158,腾龙股份,江苏,汽车服务,20150320
3236,603159.SH,603159,上海亚虹,上海,机械,20160812
3237,603160.SH,603160,汇顶科技,深圳,元器件,20161017
3238,603161.SH,603161,科华控股,江苏,汽车服务,20180105
3239,603165.SH,603165,荣晟环保,浙江,造纸,20170117
3240,603166.SH,603166,福达股份,广西,汽车服务,20141127
3241,603167.SH,603167,渤海轮渡,山东,水运,20120906
3242,603168.SH,603168,莎普爱思,浙江,化学制药,20140702
3243,603169.SH,603169,兰石重装,甘肃,机械,20141009
3244,603177.SH,603177,德创环保,浙江,环境保护,20170207
3245,603178.SH,603178,圣龙股份,浙江,汽车服务,20170328
3246,603179.SH,603179,新泉股份,江苏,汽车服务,20170317
3247,603180.SH,603180,金牌厨柜,福建,家居用品,20170512
3248,603181.SH,603181,皇马科技,浙江,化学制药,20170824
3249,603183.SH,603183,建研院,江苏,地产,20170905
3250,603185.SH,603185,上机数控,江苏,机械,20181228
3251,603186.SH,603186,华正新材,浙江,元器件,20170103
3252,603187.SH,603187,海容冷链,山东,机械,20181129
3253,603188.SH,603188,亚邦股份,江苏,染料涂料,20140909
3254,603189.SH,603189,网达软件,上海,软件服务,20160914
3255,603192.SH,603192,汇得科技,上海,化学制药,20180828
3256,603196.SH,603196,日播时尚,上海,服饰,20170531
3257,603197.SH,603197,保隆科技,上海,汽车服务,20170519
3258,603198.SH,603198,迎驾贡酒,安徽,白酒,20150528
3259,603199.SH,603199,九华旅游,安徽,旅游景点,20150326
3260,603200.SH,603200,上海洗霸,上海,环境保护,20170601
3261,603203.SH,603203,快克股份,江苏,机械,20161108
3262,603208.SH,603208,江山欧派,浙江,家居用品,20170210
3263,603214.SH,603214,爱婴室,上海,百货,20180330
3264,603218.SH,603218,日月股份,浙江,工程机械,20161228
3265,603220.SH,603220,贝通信,湖北,软件服务,20181115
3266,603222.SH,603222,济民制药,浙江,化学制药,20150217
3267,603223.SH,603223,恒通股份,山东,供气供热,20150630
3268,603225.SH,603225,新凤鸣,浙江,化学制药,20170418
3269,603226.SH,603226,菲林格尔,上海,家居用品,20170615
3270,603227.SH,603227,雪峰科技,新疆,化学制药,20150515
3271,603228.SH,603228,景旺电子,深圳,元器件,20170106
3272,603229.SH,603229,奥翔药业,浙江,化学制药,20170509
3273,603232.SH,603232,格尔软件,上海,软件服务,20170421
3274,603233.SH,603233,大参林,广东,医药商业,20170731
3275,603238.SH,603238,诺邦股份,浙江,农矿业,20170222
3276,603239.SH,603239,浙江仙通,浙江,汽车服务,20161230
3277,603258.SH,603258,电魂网络,浙江,软件服务,20161026
3278,603259.SH,603259,药明康德,江苏,化学制药,20180508
3279,603260.SH,603260,合盛硅业,浙江,化学制药,20171030
3280,603266.SH,603266,天龙股份,浙江,塑料,20170110
3281,603267.SH,603267,鸿远电子,北京,元器件,20190515
3282,603268.SH,603268,松发股份,广东,陶瓷,20150319
3283,603269.SH,603269,海鸥股份,江苏,机械,20170517
3284,603277.SH,603277,银都股份,浙江,机械,20170911
3285,603278.SH,603278,大业股份,山东,农矿业,20171113
3286,603283.SH,603283,赛腾股份,江苏,机械,20171225
3287,603286.SH,603286,日盈电子,江苏,汽车服务,20170627
3288,603288.SH,603288,海天味业,广东,农矿业,20140211
3289,603289.SH,603289,泰瑞机器,浙江,机械,20171031
3290,603297.SH,603297,永新光学,浙江,元器件,20180910
3291,603298.SH,603298,杭叉集团,浙江,机械,20161227
3292,603299.SH,603299,苏盐井神,江苏,化学制药,20151231
3293,603300.SH,603300,华铁科技,浙江,农矿业,20150529
3294,603301.SH,603301,振德医疗,浙江,化学制药,20180412
3295,603303.SH,603303,得邦照明,浙江,元器件,20170330
3296,603305.SH,603305,旭升股份,浙江,汽车服务,20170710
3297,603306.SH,603306,华懋科技,福建,汽车服务,20140926
3298,603308.SH,603308,应流股份,安徽,机械,20140122
3299,603309.SH,603309,维力医疗,广东,化学制药,20150302
3300,603311.SH,603311,金海环境,浙江,机械,20150518
3301,603313.SH,603313,梦百合,江苏,家居用品,20161013
3302,603315.SH,603315,福鞍股份,辽宁,机械,20150424
3303,603316.SH,603316,诚邦股份,浙江,地产,20170619
3304,603317.SH,603317,天味农业,四川,农矿业,20190416
3305,603318.SH,603318,派思股份,辽宁,机械,20150424
3306,603319.SH,603319,湘油泵,湖南,汽车服务,20161130
3307,603320.SH,603320,迪贝电气,浙江,机械,20170502
3308,603321.SH,603321,梅轮电梯,浙江,运输设备,20170915
3309,603322.SH,603322,超讯通信,广东,软件服务,20160728
3310,603323.SH,603323,苏农银行,江苏,金融,20161129
3311,603326.SH,603326,我乐家居,江苏,家居用品,20170616
3312,603328.SH,603328,依顿电子,广东,元器件,20140701
3313,603329.SH,603329,上海雅仕,上海,仓储物流,20171229
3314,603330.SH,603330,上海天洋,上海,塑料,20170213
3315,603331.SH,603331,百达精工,浙江,机械,20170705
3316,603332.SH,603332,苏州龙杰,江苏,化学制药,20190117
3317,603333.SH,603333,尚纬股份,四川,元器件,20120507
3318,603335.SH,603335,迪生力,广东,汽车服务,20170620
3319,603336.SH,603336,宏辉果蔬,广东,农矿业,20161124
3320,603337.SH,603337,杰克股份,浙江,机械,20170119
3321,603338.SH,603338,浙江鼎力,浙江,机械,20150325
3322,603339.SH,603339,四方科技,江苏,机械,20160519
3323,603345.SH,603345,安井农业,福建,农矿业,20170222
3324,603348.SH,603348,文灿股份,广东,汽车服务,20180426
3325,603351.SH,603351,威尔药业,江苏,化学制药,20190130
3326,603355.SH,603355,莱克电气,江苏,元器件,20150513
3327,603356.SH,603356,华菱精工,安徽,机械,20180124
3328,603357.SH,603357,设计总院,安徽,地产,20170801
3329,603358.SH,603358,华达科技,江苏,汽车服务,20170125
3330,603359.SH,603359,东珠生态,江苏,地产,20170901
3331,603360.SH,603360,百傲化学,辽宁,化学制药,20170206
3332,603363.SH,603363,傲农生物,福建,饲料,20170926
3333,603365.SH,603365,水星家纺,上海,农矿业,20171120
3334,603366.SH,603366,日出东方,江苏,元器件,20120521
3335,603367.SH,603367,辰欣药业,山东,化学制药,20170929
3336,603368.SH,603368,柳药股份,广西,医药商业,20141204
3337,603369.SH,603369,今世缘,江苏,白酒,20140703
3338,603377.SH,603377,东方时尚,北京,汽车服务,20160205
3339,603378.SH,603378,亚士创能,上海,染料涂料,20170928
3340,603379.SH,603379,三美股份,浙江,化学制药,20190402
3341,603380.SH,603380,易德龙,江苏,元器件,20170622
3342,603383.SH,603383,顶点软件,福建,软件服务,20170522
3343,603385.SH,603385,惠达卫浴,河北,家居用品,20170405
3344,603386.SH,603386,广东骏亚,广东,元器件,20170912
3345,603387.SH,603387,基蛋生物,江苏,化学制药,20170717
3346,603388.SH,603388,元成股份,浙江,地产,20170324
3347,603389.SH,603389,亚振家居,江苏,家居用品,20161215
3348,603393.SH,603393,新天然气,新疆,供气供热,20160912
3349,603396.SH,603396,金辰股份,辽宁,机械,20171018
3350,603398.SH,603398,邦宝益智,广东,文教休闲,20151209
3351,603399.SH,603399,吉翔股份,辽宁,小金属,20120824
3352,603416.SH,603416,信捷电气,江苏,元器件,20161221
3353,603421.SH,603421,鼎信通讯,山东,软件服务,20161011
3354,603429.SH,603429,集友股份,安徽,广告包装,20170124
3355,603444.SH,603444,吉比特,福建,软件服务,20170104
3356,603456.SH,603456,九洲药业,浙江,化学制药,20141010
3357,603458.SH,603458,勘设股份,贵州,地产,20170809
3358,603466.SH,603466,风语筑,上海,文教休闲,20171020
3359,603477.SH,603477,振静股份,四川,农矿业,20171218
3360,603486.SH,603486,科沃斯,江苏,元器件,20180528
3361,603488.SH,603488,展鹏科技,江苏,元器件,20170516
3362,603496.SH,603496,恒为科技,上海,软件服务,20170607
3363,603499.SH,603499,翔港科技,上海,广告包装,20171016
3364,603500.SH,603500,祥和实业,浙江,运输设备,20170904
3365,603501.SH,603501,韦尔股份,上海,半导体,20170504
3366,603505.SH,603505,金石资源,浙江,农矿业,20170503
3367,603506.SH,603506,南都物业,浙江,地产,20180201
3368,603507.SH,603507,振江股份,江苏,农矿业,20171106
3369,603508.SH,603508,思维列控,河南,软件服务,20151224
3370,603515.SH,603515,欧普照明,上海,元器件,20160819
3371,603516.SH,603516,淳中科技,北京,软件服务,20180202
3372,603517.SH,603517,绝味农业,湖南,农矿业,20170317
3373,603518.SH,603518,维格娜丝,江苏,服饰,20141203
3374,603519.SH,603519,立霸股份,江苏,元器件,20150319
3375,603520.SH,603520,司太立,浙江,化学制药,20160309
3376,603527.SH,603527,众源新材,安徽,农矿业,20170907
3377,603528.SH,603528,多伦科技,江苏,软件服务,20160503
3378,603533.SH,603533,掌阅科技,北京,软件服务,20170921
3379,603535.SH,603535,嘉诚国际,广东,仓储物流,20170808
3380,603536.SH,603536,惠发股份,山东,农矿业,20170613
3381,603538.SH,603538,美诺华,浙江,化学制药,20170407
3382,603555.SH,603555,贵人鸟,福建,服饰,20140124
3383,603556.SH,603556,海兴电力,浙江,元器件,20161110
3384,603557.SH,603557,起步股份,浙江,服饰,20170818
3385,603558.SH,603558,健盛集团,浙江,农矿业,20150127
3386,603559.SH,603559,中通国脉,吉林,软件服务,20161202
3387,603566.SH,603566,普莱柯,河南,化学制药,20150518
3388,603567.SH,603567,珍宝岛,黑龙江,化学制药,20150424
3389,603568.SH,603568,伟明环保,浙江,环境保护,20150528
3390,603569.SH,603569,长久物流,北京,仓储物流,20160810
3391,603577.SH,603577,汇金通,山东,农矿业,20161222
3392,603578.SH,603578,三星新材,浙江,玻璃,20170306
3393,603579.SH,603579,荣泰健康,上海,化学制药,20170111
3394,603580.SH,603580,艾艾精工,上海,化学制药,20170525
3395,603583.SH,603583,捷昌驱动,浙江,元器件,20180921
3396,603585.SH,603585,苏利股份,江苏,化学制药,20161214
3397,603586.SH,603586,金麒麟,山东,汽车服务,20170406
3398,603587.SH,603587,地素时尚,上海,服饰,20180622
3399,603588.SH,603588,高能环境,北京,环境保护,20141229
3400,603589.SH,603589,口子窖,安徽,白酒,20150629
3401,603590.SH,603590,康辰药业,北京,化学制药,20180827
3402,603595.SH,603595,东尼电子,浙江,元器件,20170712
3403,603596.SH,603596,伯特利,安徽,汽车服务,20180427
3404,603598.SH,603598,引力传媒,北京,影视音像,20150527
3405,603599.SH,603599,广信股份,安徽,农矿业,20150513
3406,603600.SH,603600,永艺股份,浙江,家居用品,20150123
3407,603601.SH,603601,再升科技,重庆,玻璃,20150122
3408,603602.SH,603602,纵横通信,浙江,软件服务,20170810
3409,603603.SH,603603,博天环境,北京,环境保护,20170217
3410,603605.SH,603605,珀莱雅,浙江,日用化工,20171115
3411,603606.SH,603606,东方电缆,浙江,元器件,20141015
3412,603607.SH,603607,京华激光,浙江,造纸,20171025
3413,603608.SH,603608,天创时尚,广东,服饰,20160218
3414,603609.SH,603609,禾丰牧业,辽宁,饲料,20140808
3415,603611.SH,603611,诺力股份,浙江,运输设备,20150128
3416,603612.SH,603612,索通发展,山东,农矿业,20170718
3417,603615.SH,603615,茶花股份,福建,家居用品,20170213
3418,603616.SH,603616,韩建河山,北京,综合服务,20150611
3419,603617.SH,603617,君禾股份,浙江,机械,20170703
3420,603618.SH,603618,杭电股份,浙江,元器件,20150217
3421,603619.SH,603619,中曼石油,上海,农矿业,20171117
3422,603626.SH,603626,科森科技,江苏,机械,20170209
3423,603628.SH,603628,清源股份,福建,元器件,20170112
3424,603629.SH,603629,利通电子,江苏,元器件,20181224
3425,603630.SH,603630,拉芳家化,广东,日用化工,20170313
3426,603633.SH,603633,徕木股份,上海,元器件,20161117
3427,603636.SH,603636,南威软件,福建,软件服务,20141230
3428,603637.SH,603637,镇海股份,浙江,地产,20170208
3429,603638.SH,603638,艾迪精密,山东,机械,20170120
3430,603639.SH,603639,海利尔,山东,农矿业,20170112
3431,603648.SH,603648,畅联股份,上海,仓储物流,20170913
3432,603650.SH,603650,彤程新材,上海,化学制药,20180627
3433,603655.SH,603655,朗博科技,江苏,汽车服务,20171229
3434,603656.SH,603656,泰禾光电,安徽,机械,20170321
3435,603657.SH,603657,春光科技,浙江,塑料,20180730
3436,603658.SH,603658,安图生物,河南,化学制药,20160901
3437,603659.SH,603659,璞泰来,上海,化学制药,20171103
3438,603660.SH,603660,苏州科达,江苏,软件服务,20161201
3439,603661.SH,603661,恒林股份,浙江,家居用品,20171121
3440,603663.SH,603663,三祥新材,福建,农矿业,20160801
3441,603665.SH,603665,康隆达,浙江,农矿业,20170313
3442,603666.SH,603666,亿嘉和,江苏,机械,20180612
3443,603667.SH,603667,五洲新春,浙江,机械,20161025
3444,603668.SH,603668,天马科技,福建,饲料,20170117
3445,603669.SH,603669,灵康药业,西藏,化学制药,20150528
3446,603676.SH,603676,卫信康,西藏,化学制药,20170721
3447,603677.SH,603677,奇精机械,浙江,机械,20170206
3448,603678.SH,603678,火炬电子,福建,元器件,20150126
3449,603679.SH,603679,华体科技,四川,元器件,20170621
3450,603680.SH,603680,今创集团,江苏,运输设备,20180227
